reading,DRILLHOLE_NO,basement_top_m,basement_unit,contact_cover_unit,contact_cover_from_m,contact_cover_to_m,contact_facies_class,contact_reduced_words,contact_oxidised_words,contact_description,contact_logging_date,contact_logged_before_t0,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,LITHO_LOG,in_regional_window,dist_od_km
pandurra_as_cover,6772,0.0,Ealbara Rhyolite,,,,no cover interval logged,,,,,,PERFECTION DDH 3,134.7029591,-29.7392053,1971-04-14,South Australia. Department of Mines and Energy.,N,False,224.1
pandurra_as_cover,6809,957.0,Mulgathing Complex,Carboniferous-Permian rocks,50.5,957.0,reduced,carbonaceous,,"Partly carbonaceous siltstone and mudstone, clay, coal",1993-07-21,False,LAKE PHILLIPSON BORE 1,134.6160621,-29.4943733,1901-11-09,South Australia. Department of Mines and Energy.,N,False,242.8
pandurra_as_cover,9178,42.67,St Peter Suite,Garford Formation,15.24,42.67,none,,,white/pink fine sand and clay,2010-04-29,False,,135.0974119,-32.7879893,1955-11-04,,Y,False,311.2
pandurra_as_cover,9181,44.2,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,44.2,oxidised,,limonite,"Sand, clay, limonite staining",1993-07-27,False,DME IR 5,135.0111509,-32.9299483,1959-05-15,South Australia. Department of Mines and Energy.,N,False,328.8
pandurra_as_cover,9186,6.17,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,6.17,none,,,"Sand, clay, grit; soil, calcrete near top",1993-10-12,False,SA BULK HANDLING MINNIPA SILO 1,135.1524389,-32.8556523,1958-07-16,South Australia. Department of Mines and Energy.,N,False,314.7
pandurra_as_cover,9188,20.5,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,20.5,none,,,"Sand, clay, gravel, soil",1993-10-12,False,SA BULK HANDLING MINNIPA SILO 3,135.1527729,-32.8561743,1966-07-28,South Australia. Department of Mines and Energy.,N,False,314.7
pandurra_as_cover,9189,0.0,Hiltaba Suite,,,,no cover interval logged,,,,,,SA RAILWAYS MDD 2,135.1909409,-32.8437743,1966-11-30,South Australia. Department of Mines and Energy.,N,False,311.7
pandurra_as_cover,9190,1.37,Hiltaba Suite,Pleistocene regolith/colluvial unit 4,0.0,1.37,oxidised,,red,Calcreted sand below red-bn soil,1993-10-12,False,SA RAILWAYS RH 1,135.1611299,-32.8150943,1968-06-18,South Australia. Department of Mines and Energy.,N,False,310.5
pandurra_as_cover,9200,2.13,Hiltaba Suite,Pleistocene regolith/colluvial unit 4,0.0,2.13,none,,,Clayey calc sand below bn soil,1993-10-13,False,SA RAILWAYS RH 11,135.1615989,-32.8151023,1968-06-18,South Australia. Department of Mines and Energy.,N,False,310.4
pandurra_as_cover,9214,4.11,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,4.11,none,,,Sand & clay below soil & calcrete,1993-10-13,False,SA RAILWAYS RH 25,135.1602219,-32.8159443,1968-06-19,South Australia. Department of Mines and Energy.,N,False,310.6
pandurra_as_cover,9330,0.0,Glenloth Granite,,,,no cover interval logged,,,,,,GLW 1,135.095737,-31.0750103,1969-11-27,South Australia. Department of Mines and Energy.,N,False,185.1
pandurra_as_cover,9439,2.16,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,2.16,none,,,Sand over gravel,1993-08-17,False,LINE 60E 10,135.1998129,-31.2301573,1969-10-24,Asarco (Australia) Pty Ltd.,N,False,183.4
pandurra_as_cover,9440,2.4,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,2.4,none,,,Sand over gravel,1993-08-17,False,LINE 60E 07,135.1998129,-31.2301573,1969-10-24,Asarco (Australia) Pty Ltd.,N,False,183.4
pandurra_as_cover,9441,1.92,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,1.92,none,,,Sand over gravel,1993-08-17,False,LINE 60E 04,135.1998179,-31.2328653,1969-10-24,Asarco (Australia) Pty Ltd.,N,False,183.6
pandurra_as_cover,9443,2.4,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,2.4,none,,,Sand over gravel,1993-08-17,False,LINE 60E 98,135.1998179,-31.2328653,1969-10-24,Asarco (Australia) Pty Ltd.,N,False,183.6
pandurra_as_cover,9444,4.8,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,4.8,none,,,Sand over gravel,1993-08-17,False,LINE 70E 10,135.2050649,-31.2310513,1969-10-24,Asarco (Australia) Pty Ltd.,N,False,183.0
pandurra_as_cover,9445,3.84,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,3.84,none,,,Sand over gravel,1993-08-17,False,LINE 70E 07,135.2050649,-31.2310513,1969-10-24,Asarco (Australia) Pty Ltd.,N,False,183.0
pandurra_as_cover,9446,4.8,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,4.8,none,,,Sand over gravel,1993-08-17,False,LINE 70E 04,135.2050679,-31.2328573,1969-10-24,Asarco (Australia) Pty Ltd.,N,False,183.1
pandurra_as_cover,9447,5.28,Hiltaba Suite,Tertiary-Pleistocene rocks,0.0,5.28,none,,,Sand over gravel,1993-08-17,False,LINE 70E 01,135.2050679,-31.2328573,1969-10-24,Asarco (Australia) Pty Ltd.,N,False,183.1
pandurra_as_cover,9448,5.04,Glenloth Granite,Quaternary rocks,0.0,5.04,none,,,Sand,1993-08-17,False,LINE 35E 06,135.1914129,-31.2301713,1969-10-23,Asarco (Australia) Pty Ltd.,N,False,184.1
pandurra_as_cover,9449,1.44,Chitanilga Volcanic Complex unit 2,Quaternary rocks,0.0,1.44,none,,,Sand,1993-08-17,False,LINE 35E 03,135.1914129,-31.2301713,1969-10-23,Asarco (Australia) Pty Ltd.,N,False,184.1
pandurra_as_cover,9450,2.4,Chitanilga Volcanic Complex unit 2,Quaternary rocks,0.0,2.4,none,,,Sand,1993-08-17,False,LINE 35E 04.5,135.1914129,-31.2301713,1969-10-23,Asarco (Australia) Pty Ltd.,N,False,184.1
pandurra_as_cover,9451,3.48,Glenloth Granite,Quaternary rocks,0.0,3.48,none,,,Sand,1993-08-17,False,LINE 35E 07.5,135.1914129,-31.2301713,1969-10-23,Asarco (Australia) Pty Ltd.,N,False,184.1
pandurra_as_cover,9452,1.92,Glenloth Granite,Quaternary rocks,0.0,1.92,none,,,Sand,1993-08-17,False,LINE 30E 20,135.1893069,-31.2265623,1969-10-23,Asarco (Australia) Pty Ltd.,N,False,184.1
pandurra_as_cover,9453,1.44,Glenloth Granite,Quaternary rocks,0.0,1.44,none,,,Sand,1993-08-17,False,LINE 30E 17,135.1893069,-31.2265623,1969-10-23,Asarco (Australia) Pty Ltd.,N,False,184.1
pandurra_as_cover,9454,1.44,Glenloth Granite,Quaternary rocks,0.0,1.44,none,,,Sand,1993-08-17,False,LINE 30E 15,135.1893069,-31.2265623,1969-10-23,Asarco (Australia) Pty Ltd.,N,False,184.1
pandurra_as_cover,9455,1.68,Chitanilga Volcanic Complex unit 10,Quaternary rocks,0.0,1.68,none,,,Sand,1993-08-17,False,LINE 80E 19,135.2082069,-31.2274373,1969-10-25,Asarco (Australia) Pty Ltd.,N,False,182.6
pandurra_as_cover,9456,1.2,Chitanilga Volcanic Complex unit 2,Quaternary rocks,0.0,1.2,none,,,Sand,1993-08-17,False,LINE 80E 20,135.2082069,-31.2274373,1969-10-25,Asarco (Australia) Pty Ltd.,N,False,182.6
pandurra_as_cover,9457,3.12,Hiltaba Suite,Quaternary rocks,0.0,3.12,none,,,Sand,1993-08-17,False,LINE 90E 20,135.2124069,-31.2274293,1969-10-25,Asarco (Australia) Pty Ltd.,N,False,182.2
pandurra_as_cover,9458,1.92,Hiltaba Suite,Quaternary rocks,0.0,1.92,none,,,Sand,1993-08-17,False,LINE 90E 18,135.2124069,-31.2274293,1969-10-25,Asarco (Australia) Pty Ltd.,N,False,182.2
pandurra_as_cover,9459,1.44,Hiltaba Suite,Quaternary rocks,0.0,1.44,none,,,Sand,1993-08-17,False,LINE 90E 16,135.2124129,-31.2301373,1969-10-25,Asarco (Australia) Pty Ltd.,N,False,182.4
pandurra_as_cover,9460,0.0,Chitanilga Volcanic Complex unit 2,,,,no cover interval logged,,,,,,LINE 90E 14,135.2124129,-31.2301373,1969-10-25,Asarco (Australia) Pty Ltd.,N,False,182.4
pandurra_as_cover,9461,0.0,Chitanilga Volcanic Complex unit 2,,,,no cover interval logged,,,,,,LINE 90E 15,135.2124129,-31.2301373,1969-10-25,Asarco (Australia) Pty Ltd.,N,False,182.4
pandurra_as_cover,9462,1.44,Hiltaba Suite,Quaternary rocks,0.0,1.44,none,,,Sand,1993-08-17,False,LINE 90E 15.5,135.2124129,-31.2301373,1969-10-25,Asarco (Australia) Pty Ltd.,N,False,182.4
pandurra_as_cover,9465,16.56,Chitanilga Volcanic Complex unit 10,Cretaceous-Paleocene deep weathering,10.8,16.56,oxidised,,red,Weath basement: red clay over basaltic gravel,1993-08-17,False,LINE 30N 28,135.2009209,-31.2572243,1969-10-26,Asarco (Australia) Pty Ltd.,N,False,184.8
pandurra_as_cover,9989,79.2,Palaeoproterozoic rocks,Permian rocks,18.3,79.2,reduced,carbonaceous,,"Carbonaceous shales and mudstones, med-coarse sdst",1971-03-17,True,MOUNT WOODS 1,135.487205,-29.6167763,1964-10-22,Delhi Australia Petroleum Ltd.,Y,False,163.0
pandurra_as_cover,9990,91.4,Palaeoproterozoic rocks,Permian rocks,18.3,91.4,reduced,carbonaceous,,Carbonaceous shale and fine micaceous sandstone,1993-11-12,False,MOUNT WOODS 2,135.487149,-29.6097463,1964-10-14,Delhi Australia Petroleum Ltd.,N,False,163.4
pandurra_as_cover,9991,57.9,Palaeoproterozoic rocks,Permian rocks,12.2,57.9,reduced,carbonaceous,,Carbonaceous shale over fine gr. qtz. sandstone,1956-03-14,True,MOUNT WOODS 3,135.478926,-29.6025303,1964-10-24,Delhi Australia Petroleum Ltd.,N,False,164.5
pandurra_as_cover,9992,92.4,Palaeoproterozoic rocks,Permian rocks,3.0,92.4,reduced,carbonaceous,,"Carbonaceous shale over fine sandstone with qtz, qtzt pebles",1962-02-06,True,MOUNT WOODS 4,135.479765,-29.5922853,1964-10-27,Delhi Australia Petroleum Ltd.,N,False,165.1
pandurra_as_cover,9993,48.8,Palaeoproterozoic rocks,Permian rocks,12.2,48.8,reduced,carbonaceous,,Carbonaceous shale over fine sandstone with basement pebbles,1973-09-13,True,MOUNT WOODS 5,135.445322,-29.5981363,1964-11-01,Delhi Australia Petroleum Ltd.,N,False,167.5
pandurra_as_cover,9994,61.6,Palaeoproterozoic rocks,Permian rocks,12.2,61.6,reduced,carbonaceous,,Carbonaceous shale over med. gr. sandstone with large pebles,1973-02-16,True,MOUNT WOODS 6,135.418791,-29.6129583,1964-10-29,Delhi Australia Petroleum Ltd.,N,False,168.7
pandurra_as_cover,9995,87.8,Skylark Metasediments,Permian rocks,24.4,87.8,reduced,carbonaceous,,"Carbonaceous shale, fine qtz sandstone with pebbles",1960-01-29,True,MOUNT WOODS 7,135.485477,-29.6228503,1964-11-03,Delhi Australia Petroleum Ltd.,N,False,162.7
pandurra_as_cover,14205,1609.04,Archaean-Devonian rocks,Cootanoorina Formation,726.34,1609.04,none,,,,1994-03-18,False,WEEDINA 1,135.6580361,-28.47439,1970-03-23,Pexa Oil NL.,N,False,248.9
pandurra_as_cover,16348,2.74,Sleaford Complex,Tertiary-Pleistocene rocks,0.0,2.74,none,,,"Clay, sand, calcrete, ferricrete",1993-10-12,False,BUCKLEBOO SILO 1,136.2076067,-32.9209504,1959-07-01,South Australia. Department of Mines and Energy.,N,False,283.2
pandurra_as_cover,16364,9.0,Hiltaba Suite,Pleistocene regolith/colluvial unit 4,0.0,9.0,oxidised,,brown; ferruginous; red,"Un-named unit (Pooraka Frm eqiuvalent) red/brown ferruginous sands, calcrete capped.",2010-04-29,False,PINKAWILLINIE,136.1576777,-32.9784614,1928-09-01,,Y,False,290.5
pandurra_as_cover,19796,1.22,Roopena Basalt unit 2,,,,no cover interval logged,,,,,,ROOPENA DDH 1,137.398676,-32.7188158,1967-09-25,South Australia. Department of Mines and Energy.,Y,False,257.9
pandurra_as_cover,19845,0.0,Roopena Basalt unit 2,,,,no cover interval logged,,,,,,ROOPENA DDH 4,137.3965388,-32.7186762,1968-08-20,South Australia. Department of Mines and Energy.,N,False,257.8
pandurra_as_cover,19846,0.0,Roopena Basalt unit 2,,,,no cover interval logged,,,,,,ROOPENA DDH 2,137.4009197,-32.718953,1967-10-16,South Australia. Department of Mines and Energy.,N,False,257.9
pandurra_as_cover,19847,0.0,Roopena Basalt unit 2,,,,no cover interval logged,,,,,,ROOPENA DDH 3,137.398676,-32.7188158,1968-07-18,South Australia. Department of Mines and Energy.,N,False,257.9
pandurra_as_cover,19919,13.1,Middleback Subgroup,Quaternary rocks,0.0,13.1,none,,,,1993-11-11,False,DME KATUNGA HILLS DDH 1,137.1389336,-32.7640914,1954-03-19,South Australia. Department of Mines and Energy.,Y,False,259.4
pandurra_as_cover,19920,5.8,Middleback Subgroup,Quaternary rocks,0.0,5.8,none,,,,1993-11-11,False,DME KATUNGA HILLS DDH 2,137.1230556,-32.7759234,1953-06-19,South Australia. Department of Mines and Energy.,Y,False,260.6
pandurra_as_cover,19921,0.0,Middleback Subgroup,,,,no cover interval logged,,,,,,DME DDH 6,137.1324726,-32.7742214,1954-04-01,South Australia. Department of Mines and Energy.,N,False,260.5
pandurra_as_cover,19922,0.0,Middleback Subgroup,,,,no cover interval logged,,,,,,DME DDH 7,137.1343756,-32.7672174,1956-07-31,South Australia. Department of Mines and Energy.,Y,False,259.7
pandurra_as_cover,19924,12.0,Middleback Subgroup,Quaternary rocks,0.0,12.0,none,,,,1993-12-10,False,DME PH 2A,137.1396356,-32.7568294,1956-07-27,South Australia. Department of Mines and Energy.,Y,False,258.6
pandurra_as_cover,19925,23.0,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,23.0,none,,,,1993-12-10,False,DME PH 3,137.1396546,-32.7594174,1956-08-16,South Australia. Department of Mines and Energy.,Y,False,258.9
pandurra_as_cover,19926,3.0,Cooyerdoo Granite,Quaternary rocks,0.0,3.0,none,,,,1993-12-10,False,DME PH 5,137.1426886,-32.7568854,1956-09-21,South Australia. Department of Mines and Energy.,Y,False,258.7
pandurra_as_cover,19927,7.0,Cooyerdoo Granite,Quaternary rocks,0.0,7.0,none,,,,1993-12-10,False,DME PH 8,137.1384036,-32.7593124,1956-09-03,South Australia. Department of Mines and Energy.,Y,False,258.9
pandurra_as_cover,19928,18.3,Burrawing Amphibolite,Quaternary rocks,0.0,18.3,none,,,,1993-12-10,False,DME PH 9,137.1358996,-32.7675614,1956-10-19,South Australia. Department of Mines and Energy.,Y,False,259.8
pandurra_as_cover,19929,9.1,Middleback Subgroup,Quaternary rocks,0.0,9.1,none,,,,1993-12-10,False,DME PH 10,137.1171666,-32.7760674,1956-11-29,South Australia. Department of Mines and Energy.,Y,False,260.6
pandurra_as_cover,19930,12.2,Middleback Subgroup,Quaternary rocks,0.0,12.2,none,,,,1993-12-10,False,DME PH 11,137.1180236,-32.7757464,1956-12-10,South Australia. Department of Mines and Energy.,Y,False,260.5
pandurra_as_cover,19931,15.2,Middleback Subgroup,Quaternary rocks,0.0,15.2,none,,,,1993-12-10,False,DME PH 12,137.1158376,-32.7758464,1956-12-18,South Australia. Department of Mines and Energy.,Y,False,260.5
pandurra_as_cover,19932,24.4,Middleback Subgroup,Quaternary rocks,0.0,24.4,none,,,,1993-12-10,False,DME PH 13,137.1149586,-32.7757084,1957-01-22,South Australia. Department of Mines and Energy.,Y,False,260.5
pandurra_as_cover,19933,15.2,Middleback Subgroup,Quaternary rocks,0.0,15.2,none,,,,1993-12-10,False,DME PH 14,137.1179186,-32.7744674,1957-02-04,South Australia. Department of Mines and Energy.,Y,False,260.4
pandurra_as_cover,19934,30.5,Palaeoproterozoic unit 46,Quaternary rocks,0.0,30.5,none,,,,1993-12-10,False,DME PH 15,137.1172426,-32.7716024,1957-02-19,South Australia. Department of Mines and Energy.,N,False,260.1
pandurra_as_cover,19935,48.8,Middleback Subgroup,Quaternary rocks,0.0,48.8,none,,,,1993-12-10,False,DME PH 16,137.1245366,-32.7681964,1957-03-25,South Australia. Department of Mines and Energy.,Y,False,259.7
pandurra_as_cover,19936,30.8,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,30.8,none,,,,1993-12-10,False,DME PH 17,137.1263306,-32.7695814,1957-04-09,South Australia. Department of Mines and Energy.,Y,False,259.9
pandurra_as_cover,19937,29.0,Archaean-Mesoproterozoic rocks,Quaternary rocks,0.0,29.0,none,,,,1993-12-10,False,DME PH 19,137.1247656,-32.7661724,1957-05-01,South Australia. Department of Mines and Energy.,Y,False,259.5
pandurra_as_cover,19938,3.0,Corunna Conglomerate,Quaternary rocks,0.0,3.0,none,,,,1993-11-11,False,DME PBH 1,137.1363726,-32.6938934,1956-08-06,South Australia. Department of Mines and Energy.,Y,False,251.6
pandurra_as_cover,19939,19.8,Corunna Conglomerate,Quaternary rocks,0.0,19.8,none,,,siliceous hem grit,1993-11-11,False,DME PBH 2,137.1360576,-32.6932134,1956-08-27,South Australia. Department of Mines and Energy.,Y,False,251.5
pandurra_as_cover,19940,15.2,Corunna Conglomerate,Quaternary rocks,0.0,15.2,none,,,siliceous hem grit,1993-11-11,False,DME PBH 3,137.1361216,-32.6945834,1956-09-13,South Australia. Department of Mines and Energy.,Y,False,251.7
pandurra_as_cover,19941,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,DME PBH 5,137.1362246,-32.6953024,1956-10-10,South Australia. Department of Mines and Energy.,Y,False,251.8
pandurra_as_cover,19942,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,DME PBH 7,137.1365816,-32.6973074,1956-09-07,South Australia. Department of Mines and Energy.,Y,False,252.0
pandurra_as_cover,19943,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,DME PBH 8,137.1362126,-32.6934814,1956-08-30,South Australia. Department of Mines and Energy.,Y,False,251.6
pandurra_as_cover,19944,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,DME PBH 9,137.1365856,-32.6939074,1956-09-20,South Australia. Department of Mines and Energy.,Y,False,251.6
pandurra_as_cover,19945,20.1,Corunna Conglomerate,Gairdner Dolerite,1.8,20.1,none,,,?recryst metadolerite,1993-11-11,False,DME DDH 12,137.1360836,-32.6978934,1955-04-22,South Australia. Department of Mines and Energy.,Y,False,252.1
pandurra_as_cover,19946,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,DME DDH 42,137.1366546,-32.6945554,1956-09-11,South Australia. Department of Mines and Energy.,Y,False,251.7
pandurra_as_cover,19947,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,DME DDH 42A,137.1366546,-32.6945644,1956-10-19,South Australia. Department of Mines and Energy.,Y,False,251.7
pandurra_as_cover,19948,3.0,Corunna Conglomerate,Quaternary rocks,0.0,3.0,none,,,,1993-11-11,False,DME DDH 44,137.1370636,-32.6942694,1957-02-01,South Australia. Department of Mines and Energy.,Y,False,251.7
pandurra_as_cover,19949,4.9,Corunna Conglomerate,Quaternary rocks,0.0,4.9,none,,,,1993-11-11,False,DME DDH 45,137.1369626,-32.6949384,1957-01-16,South Australia. Department of Mines and Energy.,Y,False,251.7
pandurra_as_cover,19950,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,DME DDH 40,137.1370836,-32.6986694,1956-09-03,South Australia. Department of Mines and Energy.,Y,False,252.2
pandurra_as_cover,19951,1.8,Corunna Conglomerate,Quaternary rocks,0.0,1.8,none,,,,1993-11-11,False,DME DDH 30,137.1360196,-32.7014744,1956-01-20,South Australia. Department of Mines and Energy.,Y,False,252.5
pandurra_as_cover,19952,3.7,Corunna Conglomerate,Quaternary rocks,0.0,3.7,none,,,,1993-11-11,False,DME DDH 13,137.1397246,-32.7083554,1955-07-12,South Australia. Department of Mines and Energy.,Y,False,253.3
pandurra_as_cover,19972,24.4,Cooyerdoo Granite,Quaternary rocks,0.0,24.4,none,,,,1993-12-22,False,DME DDH 8,137.1391546,-32.7545744,1956-12-31,South Australia. Department of Mines and Energy.,Y,False,258.4
pandurra_as_cover,19997,33.3,Corunna Conglomerate,Quaternary rocks,0.0,33.3,none,,,,1993-11-11,False,DME DDH 39A,137.1431866,-32.7299474,1957-06-14,South Australia. Department of Mines and Energy.,Y,False,255.7
pandurra_as_cover,20448,53.6,Gawler Range Volcanics,Pandurra Formation,6.0,53.6,oxidised,,purple,Purple-white sandstone,1995-03-13,False,PACMINEX EX 31,137.3446006,-32.3954414,1973-10-16,Mount Gunson Mines Pty Ltd.,N,False,221.6
pandurra_as_cover,20449,18.0,Gawler Range Volcanics,Neoproterozoic rocks,3.0,18.0,none,,,Clay-rich sandstone,1995-03-13,False,PACMINEX EX 32,137.3337646,-32.4166554,1973-10-16,Mount Gunson Mines Pty Ltd.,N,False,223.7
pandurra_as_cover,20450,78.0,Gawler Range Volcanics,Pandurra Formation,30.0,78.0,oxidised,,purple,Purple & white sandstone,1995-03-13,False,PACMINEX EX 33,137.3852916,-32.4124884,1973-10-18,Mount Gunson Mines Pty Ltd.,N,False,224.3
pandurra_as_cover,20451,21.0,Gawler Range Volcanics,Umberatana Group unit 2,3.0,21.0,reduced,green,,Fawn siltstone & green hard clay,1995-03-13,False,PACMINEX EX 34,137.3786616,-32.4328494,1973-10-18,Mount Gunson Mines Pty Ltd.,N,False,226.3
pandurra_as_cover,20542,24.0,Gawler Range Volcanics,Tertiary-Pleistocene rocks,0.0,24.0,none,,,"Sandy clay, ferricreted in part; surface soil",1995-03-13,False,PACMINEX EX 38,137.3424366,-32.4355214,1973-11-01,Mount Gunson Mines Pty Ltd.,N,False,225.9
pandurra_as_cover,20543,3.0,Gawler Range Volcanics,Quaternary rocks,0.0,3.0,none,,,"Soil, silcrete, clay, gravel, gypsum",1995-03-14,False,PACMINEX EX 97,137.3828896,-32.4548834,1974-03-23,Mount Gunson Mines Pty Ltd.,N,False,228.8
pandurra_as_cover,20544,3.0,Gawler Range Volcanics,Quaternary rocks,0.0,3.0,none,,,"Sand, soil, gravel",1995-03-14,False,PACMINEX EX 100,137.2936796,-32.4711204,1974-03-26,Mount Gunson Mines Pty Ltd.,N,False,229.0
pandurra_as_cover,20545,5.0,Gawler Range Volcanics,Quaternary rocks,0.0,5.0,none,,,Gravel & soil,1995-03-14,False,PACMINEX EX 105,137.2999796,-32.4322564,1974-03-27,Mount Gunson Mines Pty Ltd.,N,False,224.9
pandurra_as_cover,20546,7.5,Gawler Range Volcanics,Tertiary silcrete,6.0,7.5,none,,,Silcrete,1995-03-14,False,PACMINEX EX 108,137.3235366,-32.3976274,1974-03-28,Mount Gunson Mines Pty Ltd.,N,False,221.5
pandurra_as_cover,20547,14.0,Gawler Range Volcanics,Tapley Hill Formation,9.0,14.0,reduced,green,,"Pale green clay, shaley in lower part",1995-03-23,False,PACMINEX EX 114,137.3715746,-32.3908884,1974-06-08,Mount Gunson Mines Pty Ltd.,N,False,221.6
pandurra_as_cover,24899,56.4,Proterozoic rocks,Neuroodla Formation,22.0,56.4,none,,,,1992-11-05,False,WILKATANA 17,137.8768119,-32.0686867,1956-10-18,SANTOS LIMITED,Y,False,204.0
pandurra_as_cover,24957,172.0,Proterozoic rocks,Cotabena Formation,120.7,172.0,none,,,,1992-11-05,False,WILKATANA 13,137.8714236,-32.1237981,1956-10-07,SANTOS LIMITED,N,False,209.2
pandurra_as_cover,24958,167.6,Proterozoic rocks,Cotabena Formation,121.0,167.6,none,,,,1992-11-05,False,WILKATANA 14,137.89209,-32.1233258,1956-10-11,SANTOS LIMITED,Y,False,210.0
pandurra_as_cover,132060,20.42,Mulgathing Complex,Mesozoic rocks,6.4,20.42,none,,,Clayey sand,1993-07-01,False,MPW 1,134.6507501,-29.7436083,1972-04-18,South Australia. Department of Mines and Energy.,N,False,228.7
pandurra_as_cover,132075,0.0,Ealbara Rhyolite,,,,no cover interval logged,,,,,,BIRTHDAY DDH 1,134.5314721,-30.2594393,1971-03-31,South Australia. Department of Mines and Energy.,N,False,226.9
pandurra_as_cover,132076,0.0,Ealbara Rhyolite,,,,no cover interval logged,,,,,,BIRTHDAY DDH 2,134.5366121,-30.2720893,1971-03-27,South Australia. Department of Mines and Energy.,N,False,226.3
pandurra_as_cover,132077,0.0,Ealbara Rhyolite,,,,no cover interval logged,,,,,,BIRTHDAY DDH 3,134.5428831,-30.2648923,1971-04-03,South Australia. Department of Mines and Energy.,N,False,225.8
pandurra_as_cover,132078,31.69,Mulgathing Complex,Algebuckina Sandstone,10.21,31.69,none,,,Rounded to angular qtz. conglomerate sdst over silty clay,1993-07-01,False,MCP 1,134.4446961,-29.2230583,1972-04-27,South Australia. Department of Mines and Energy.,N,False,271.7
pandurra_as_cover,133881,42.67,Lincoln Complex,Tertiary-Pleistocene rocks,0.0,42.67,none,,,"Sand, ?clay; calcrete (travertine) top 20'",1993-09-14,False,CR 1,134.676298,-32.7304103,1960-02-26,South Australia. Department of Mines and Energy.,N,False,329.6
pandurra_as_cover,133882,75.9,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,67.74,75.9,none,,,"Weath basement: clay, occasional rock fragments",1993-09-14,False,CR - DEPT OF MINES 2,134.661142,-32.7303683,1960-02-17,South Australia. Department of Mines and Energy.,N,False,330.5
pandurra_as_cover,133883,86.79,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,76.2,86.79,none,,,"Weath basement: clay, rock fragments",1993-09-14,False,CR 3,134.654737,-32.7306243,1960-02-02,South Australia. Department of Mines and Energy.,N,False,330.9
pandurra_as_cover,133885,117.35,St Peter Suite,Pidinga Formation,67.06,117.35,none,,,"Sand, clay, silt, carb material incl lignite & wood, py/marc",1993-07-21,False,STREAKY R 1A,134.617798,-32.7084153,1972-10-06,Endeavour Oil Co NL.,Y,False,331.3
pandurra_as_cover,133940,59.44,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,51.82,59.44,none,,,Weath basement,1993-05-27,False,DME IR MINNIPA 1,135.0003149,-32.9408273,1955-05-08,South Australia. Department of Mines and Energy.,N,False,330.3
pandurra_as_cover,133941,64.97,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,57.91,64.97,none,,,"Weath basement: structureless clay, qtz",1993-07-27,False,DME IR 2,135.0009559,-32.9363193,1959-05-20,South Australia. Department of Mines and Energy.,Y,False,329.9
pandurra_as_cover,133942,44.2,Palaeoproterozoic unit 9,Tertiary-Pleistocene rocks,0.0,44.2,none,,,"Sand, clay",1993-07-27,False,DME IR 6,134.9928259,-32.9381223,1959-07-09,South Australia. Department of Mines and Energy.,N,False,330.5
pandurra_as_cover,133943,74.98,Hiltaba Suite,no sample,73.15,74.98,none,,,No sample,1993-07-27,False,DME IR 4,134.9746369,-32.9480413,1959-05-27,South Australia. Department of Mines and Energy.,Y,False,332.3
pandurra_as_cover,133944,57.91,Palaeoproterozoic unit 9,Cretaceous-Paleocene deep weathering,54.86,57.91,none,,,"Weath basement: sand, clay, occasional basement fragments",1993-07-27,False,DME IR 3,135.0012759,-32.9336113,1960-05-26,South Australia. Department of Mines and Energy.,N,False,329.6
pandurra_as_cover,134099,37.5,Mulgathing Complex,Cadna-owie Formation,2.5,37.5,none,,,Fine gr. rounded sandstone with ang.-rounded pebbles,1993-07-26,False,A 169,134.4732711,-29.2682993,1972-03-27,South Australia. Department of Mines and Energy.,N,False,266.8
pandurra_as_cover,134158,25.6,Mulgathing Complex,Jurassic-Cretaceous unit 1,10.06,25.6,none,,,"Conglomerate sandstone, rounded - subangular, minor feldspar",1993-07-14,False,CPB 7,134.4477691,-29.2257773,1971-01-01,South Australia. Department of Mines and Energy.,N,False,271.3
